product_IDs,sales_volumes,average_user_rating
1512,316,3.7
1513,1203,3.7
1514,2168,3.6
1515,1887,1.6
1516,5016,4.9
1517,3984,3.6
1518,6711,2.9
1519,3398,2.5
1520,8528,1.9
1521,1502,2.1
1522,6312,1.6
1523,3495,2.9
1524,3938,4.5
1525,4167,4.1
1526,1843,4.3
1527,6662,3.5
1528,7871,3.2
1529,1413,4.4
1530,5211,4.1
1531,7189,2.9
1532,1779,3.2
1533,6512,2.1
1534,2921,4.3
1535,8538,4.4
1536,2334,4.8
1537,687,5.0
1538,4818,4.4
1539,544,2.4
1540,9038,3.8
1541,4975,1.9
1542,3461,1.2
1543,3481,1.9
1544,7936,3.9
1545,4723,4.5
1546,8968,2.8
1547,7718,1.7
1548,2755,4.6
1549,3501,2.7
1550,7332,4.5
1551,4573,2.6
1552,6679,3.1
1553,3060,2.2
1554,5056,2.2
1555,1810,3.5
1556,4319,4.5
1557,546,3.2
1558,7023,3.4
1559,4746,1.4
1560,7238,3.1
1561,2221,3.9
1562,7458,2.8
1563,3891,1.3
1564,837,3.6
1565,4834,2.0
1566,6387,1.5
1567,9373,3.5
1568,4887,4.3
1569,1754,4.9
1570,9144,2.3
1571,9605,1.7
1572,3365,2.5
1573,2465,4.8
1574,8450,3.5
1575,1708,4.4
1576,7639,1.1
1577,9945,1.9
1578,3663,1.2
1579,7934,1.7
1580,7213,1.8
1581,595,1.3
1582,4833,2.5
1583,3291,4.1
1584,4055,3.6
1585,5501,4.1
1586,7683,3.9
1587,6744,4.9
1588,1189,2.4
1589,1654,2.8
1590,3724,4.3
1591,5312,3.1
1592,6503,4.1
1593,9648,1.4
1594,2447,2.3
1595,8234,3.6
1596,8693,1.3
1597,7404,3.6
1598,1682,3.8
1599,9455,4.1
1600,3606,4.3
1601,5630,3.5
1602,4918,3.9
1603,3939,1.5
1604,7785,3.1
1605,7636,4.6
1606,8954,2.3
1607,5185,3.7
1608,785,3.0
1609,2103,3.5
1610,2234,4.3
1611,6418,3.5
1612,6133,2.5
1613,8611,1.9
1614,7682,3.8
1615,1980,1.5
1616,9866,3.4
1617,2442,1.8
1618,6744,1.4
1619,4329,2.3
1620,9104,1.1
1621,3580,1.8
1622,3112,1.2
1623,724,3.9
1624,1183,2.8
1625,9410,2.0
1626,4913,2.3
1627,9042,4.9
1628,5825,4.7
1629,454,3.7
1630,6399,2.5
1631,9431,2.1
1632,614,4.9
1633,7059,4.6
1634,4191,2.1
1635,2102,1.4
1636,6104,4.3
1637,5186,3.4
1638,8853,3.3
1639,6310,3.8
1640,4172,3.2
1641,2021,4.4
1642,3963,3.9
1643,821,1.5
1644,4563,1.0
1645,7368,1.4
1646,7447,1.1
1647,7081,2.9
1648,3420,3.4
1649,8455,2.1
1650,1897,3.5
1651,895,4.1
1652,8984,1.1
1653,2994,4.7
1654,5067,3.7
1655,6127,4.0
1656,8682,1.2
1657,8736,2.4
1658,2480,3.6
1659,4427,3.4
1660,944,3.6
1661,2393,3.6
1662,5682,4.5
1663,899,4.4
1664,1980,4.5
1665,5234,1.6
1666,8679,3.5
1667,414,2.5
1668,8003,2.0
1669,2147,2.7
1670,6203,2.4
1671,9552,3.2
1672,3244,3.6
1673,4552,2.7
1674,1058,3.8
1675,3636,4.8
1676,5135,4.7
1677,1194,3.6
1678,2210,1.5
1679,1290,3.3
1680,6695,2.4
1681,7654,1.8
1682,9514,2.3
1683,7009,4.6
1684,4003,1.7
1685,4399,3.5
1686,8383,1.8
1687,3035,3.9
1688,9649,1.8
1689,6859,3.7
1690,7822,4.0
1691,9354,2.8
1692,4118,4.0
1693,4615,2.5
1694,8500,3.2
1695,8201,2.4
1696,6890,2.8
1697,9360,1.4
1698,8949,1.1
1699,7696,2.5
1700,4811,3.2
1701,9234,4.2
1702,4566,4.9
1703,7546,1.5
1704,9174,3.3
1705,9702,3.2
1706,9133,3.1
1707,1201,2.1
1708,2632,4.1
1709,6385,3.1
1710,6724,3.7
1711,7304,1.6
1712,8829,1.1
1713,9945,1.3
1714,4426,2.4
1715,7366,1.3
1716,2064,3.2
1717,8478,2.0
1718,1772,2.6
1719,5469,1.3
1720,1427,3.9
1721,2787,3.7
1722,3335,4.7
1723,5633,4.6
1724,9098,1.8
1725,7620,3.9
1726,8189,2.9
1727,6118,4.5
1728,613,1.1
1729,2017,1.3
1730,3269,2.9
1731,9776,2.1
1732,5803,4.1
1733,4732,4.8
1734,7314,2.6
1735,2974,3.2
1736,8805,3.2
1737,3985,4.5
1738,4278,4.7
1739,2409,3.6
1740,3252,1.9
1741,7713,4.0
1742,3717,4.0
1743,1314,3.5
1744,6073,1.3
1745,4755,3.3
1746,2084,1.9
1747,4103,3.3
1748,5582,4.0
1749,8355,4.0
1750,2214,4.9
1751,5529,2.6
1752,956,4.0
1753,5627,2.9
1754,7888,2.0
1755,7187,4.5
1756,8387,3.1
1757,9050,2.7
1758,649,1.2
1759,5790,1.3
1760,1665,2.0
1761,3402,4.6
1762,65,1.5
1763,8808,2.7
1764,2360,3.9
1765,5891,1.7
1766,207,4.0
1767,293,1.9
1768,2336,2.6
1769,3606,2.7
1770,5416,1.0
1771,9316,4.1
1772,9738,1.8
1773,447,3.8
1774,4082,1.1
1775,6543,3.9
1776,8586,3.9
1777,3193,3.3
1778,8287,3.3
1779,2732,4.3
1780,8667,3.8
1781,3499,1.1
1782,5338,4.2
1783,3329,2.4
1784,95,3.0
1785,9160,3.8
1786,6183,2.4
1787,1484,2.3
1788,4661,3.0
1789,3613,3.8
1790,7920,1.0
1791,5589,4.7
1792,8916,2.3
1793,5682,3.1
1794,6296,3.6
1795,2639,1.5
1796,9951,4.4
1797,8531,1.6
1798,3653,1.5
1799,941,1.0
1800,491,3.0
1801,9229,1.5
1802,7586,1.5
1803,6094,1.6
1804,8269,2.4
1805,8266,3.6
1806,3480,4.2
1807,4478,3.9
1808,9985,4.4
1809,8351,2.9
1810,4768,2.7
1811,2161,4.3
1812,6052,4.7
1813,1410,3.0
1814,1066,3.3
1815,8825,1.9
1816,7654,1.6
1817,7064,1.7
1818,5921,4.5
1819,8475,3.2
1820,5755,4.9
1821,7470,3.2
1822,3160,1.2
1823,1763,1.2
1824,7790,5.0
1825,6883,1.8
1826,7892,4.6
1827,6800,4.6
1828,5118,1.0
1829,508,3.8
1830,6957,2.6
1831,8368,4.4
1832,9661,4.8
1833,2654,2.8
1834,9145,4.2
1835,9951,4.6
1836,7250,3.2
1837,4358,4.8
1838,4525,4.1
1839,3722,4.2
1840,4189,1.3
1841,7937,4.3
1842,9915,3.2
1843,5473,1.6
1844,8583,3.8
1845,2796,4.2
1846,7373,3.6
1847,4857,2.3
1848,8119,2.4
1849,9959,2.7
1850,6872,4.1
1851,8196,4.1
1852,8543,2.6
1853,2252,1.1
1854,6982,2.4
1855,4235,4.8
1856,9221,3.8
1857,9946,2.2
1858,6339,1.2
1859,5806,2.7
1860,2438,2.9
1861,9434,2.8
1862,9795,1.2
1863,7567,1.1
1864,3648,3.3
1865,4381,4.0
1866,1651,3.0
1867,3589,3.0
1868,5244,4.5
1869,372,1.3
1870,8991,2.4
1871,9176,3.4
1872,5262,2.3
1873,2267,2.2
1874,4300,2.2
1875,8209,3.3
1876,6891,2.5
1877,6657,1.4
1878,7261,3.0
1879,4452,2.8
1880,3204,2.2
1881,5441,1.4
1882,5100,5.0
1883,6353,1.4
1884,5910,3.0
1885,65,4.0
1886,1632,4.9
1887,3224,3.5
1888,1045,4.6
1889,3783,3.3
1890,5365,1.6
1891,7490,2.3
1892,4557,3.1
1893,5101,2.4
1894,3242,3.0
1895,622,4.8
1896,1396,1.1
1897,9163,4.9
1898,7142,3.5
1899,5481,4.5
1900,4330,2.9
1901,2429,3.9
1902,5615,4.9
1903,715,1.2
1904,9458,2.7
1905,7138,2.5
1906,5532,2.1
1907,7164,2.0
1908,4484,3.4
1909,5214,4.7
1910,5796,2.1
1911,6336,3.6
1912,5216,1.9
1913,344,3.0
1914,3967,4.1
1915,2788,3.9
1916,6966,3.1
1917,8243,2.2
1918,6963,2.2
1919,2705,4.1
1920,6445,2.8
1921,6356,3.7
1922,4267,4.6
1923,8484,2.0
1924,9435,2.0
1925,5254,1.5
1926,2241,4.5
1927,5524,1.3
1928,9152,4.0
1929,8344,2.8
1930,9968,2.3
1931,7864,1.2
1932,1109,3.4
1933,2947,1.9
1934,8200,3.9
1935,4342,2.7
1936,3523,1.3
1937,5062,4.4
1938,190,4.0
1939,3321,1.0
1940,2210,1.2
1941,4493,3.2
1942,3765,4.4
1943,8745,1.0
1944,2423,1.6
1945,3686,3.9
1946,3260,1.9
1947,3892,4.6
1948,9524,3.6
1949,4091,3.2
1950,3405,4.0
1951,1063,3.2
1952,3389,4.9
1953,1474,4.4
1954,1961,1.5
1955,831,1.8
1956,4873,2.9
1957,5012,3.6
1958,2119,3.8
1959,1222,1.1
1960,3996,1.8
1961,5488,3.4
1962,1886,1.9
1963,5950,2.9
1964,1062,4.9
1965,7525,3.0
1966,5027,3.9
1967,1681,2.0
1968,6396,4.8
1969,7100,2.3
1970,2026,1.9
1971,1839,3.3
1972,3168,4.5
1973,6109,3.2
1974,9839,4.6
1975,2835,1.1
1976,7496,1.3
1977,450,3.2
1978,117,2.1
1979,5064,2.4
1980,2568,3.1
1981,1720,1.7
1982,6495,2.4
1983,6595,3.5
1984,7893,3.4
1985,4752,3.6
1986,9631,3.9
1987,6010,4.2
1988,349,4.8
1989,9678,2.3
1990,8701,2.0
1991,3933,4.2
1992,3545,2.9
1993,5082,2.7
1994,4026,4.7
1995,4121,2.3
1996,2578,2.2
1997,2750,4.1
1998,1171,4.8
1999,5953,3.6
2000,1201,1.2
2001,78,4.8
2002,245,2.0
2003,5601,4.5
2004,3298,1.8
2005,9531,4.8
2006,1880,2.1
2007,9786,2.9
2008,1077,3.7
2009,6185,2.0
2010,4887,2.5
2011,3421,3.8
2012,4947,1.1
2013,2527,3.6
2014,2960,1.4
2015,3774,3.0
2016,3264,3.7
2017,9722,2.7
2018,9049,1.1
2019,9320,3.4
2020,2027,1.9
2021,5040,3.2
2022,1612,3.0
2023,6599,1.7
2024,4612,5.0
2025,1811,3.3
2026,5000,1.9
2027,8505,4.2
2028,3093,4.1
2029,5844,3.6
2030,1267,2.5
2031,6106,1.2
2032,6865,4.5
2033,2495,4.5
2034,4877,2.1
2035,6296,1.0
2036,9257,1.5
2037,618,3.4
2038,5705,2.7
2039,4637,4.6
2040,9824,4.6
2041,6316,2.2
2042,2964,1.9
2043,394,3.2
2044,1451,1.3
2045,1831,3.0
2046,1835,1.4
2047,9586,4.3
2048,2680,3.6
2049,6132,4.2
2050,4298,2.3
2051,2487,4.7
2052,7941,4.5
2053,8805,4.1
2054,6775,1.2
2055,8288,4.9
2056,1431,3.0
2057,6030,1.1
2058,7829,2.5
2059,8611,2.8
2060,7628,2.6
2061,5357,2.0
2062,8641,3.1
2063,9578,2.0
2064,6402,1.9
2065,6709,3.2
2066,6461,3.4
2067,9993,2.0
2068,4350,4.0
2069,3235,1.9
2070,4519,2.5
2071,3289,4.8
2072,4455,2.5
2073,584,3.8
2074,4540,1.2
2075,1662,2.8
2076,3981,4.4
2077,1309,3.9
2078,8499,1.0
2079,699,1.0
2080,2131,2.0
2081,438,4.1
2082,403,3.4
2083,7453,1.3
2084,2435,3.4
2085,4092,4.1
2086,238,1.3
2087,7438,2.6
2088,4546,4.7
2089,3835,3.4
2090,2122,3.3
2091,5781,4.6
2092,8475,3.9
2093,7642,1.4
2094,3460,4.4
2095,4967,1.0
2096,6952,1.2
2097,1429,2.8
2098,985,1.9
2099,5114,1.6
2100,6064,3.2
2101,9167,2.1
2102,7330,1.1
2103,2630,2.4
2104,6420,4.7
2105,9393,2.2
2106,2745,4.3
2107,8406,3.4
2108,1335,4.7
2109,4509,2.3
2110,9823,4.0
2111,2200,2.0
2112,3132,3.2
2113,8673,3.6
2114,471,3.4
2115,3410,1.7
2116,9430,3.3
2117,9980,2.1
2118,269,5.0
2119,6597,2.7
2120,3367,1.8
2121,9533,1.2
2122,583,2.3
2123,9526,3.6
2124,6589,3.9
2125,5062,4.5
2126,111,3.8
2127,4801,1.3
2128,1037,1.0
2129,23,3.8
2130,3389,3.5
2131,3875,2.1
2132,2418,1.9
2133,9142,3.0
2134,4439,3.6
2135,3867,4.5
2136,2576,1.7
2137,5610,1.8
2138,6161,4.8
2139,7768,4.6
2140,8821,2.9
2141,6487,1.8
2142,9239,4.6
2143,4571,1.7
2144,7734,3.2
2145,3823,3.1
2146,6985,3.6
2147,1297,3.8
2148,8893,3.3
2149,4063,3.7
2150,8993,4.6
2151,8060,4.7
2152,505,2.0
2153,5714,4.9
2154,950,4.1
2155,9738,3.4
2156,4986,1.6
2157,2673,2.7
2158,6785,2.4
2159,6464,4.7
2160,7723,3.7
2161,980,3.7
2162,1547,4.3
2163,1965,4.5
2164,678,4.9
2165,8751,2.3
2166,4500,4.2
2167,1738,4.2
2168,606,3.8
2169,4424,1.9
2170,2325,4.2
2171,1328,3.9
2172,6485,4.0
2173,6085,3.2
2174,7529,1.2
2175,5929,1.9
2176,7568,4.2
2177,8114,3.7
2178,8487,2.1
2179,3872,1.4
2180,4827,5.0
2181,9378,4.8
2182,2163,2.7
2183,2334,3.5
2184,3541,4.3
2185,6189,2.1
2186,9738,3.8
2187,4001,1.1
2188,1788,3.9
2189,2050,2.1
2190,8976,2.8
2191,4217,1.1
2192,9514,4.4
2193,2127,4.9
2194,4924,1.1
2195,8494,2.8
2196,2180,1.6
2197,8573,3.1
2198,2525,4.8
2199,8706,3.2
2200,7243,4.9
2201,1399,1.0
2202,7200,3.1
2203,7036,3.3
2204,2729,2.5
2205,4513,2.9
2206,3769,3.5
2207,5399,3.5
2208,7071,4.0
2209,1010,3.5
2210,7563,1.8
2211,5950,4.9
2212,9290,3.1
2213,2823,4.9
2214,6345,4.4
2215,3559,4.5
2216,2783,3.2
2217,2020,1.9
2218,9912,1.9
2219,9177,1.4
2220,8961,1.2
2221,1065,2.4
2222,8403,3.9
2223,1747,2.8
2224,2314,3.1
2225,6541,1.6
2226,9139,3.0
2227,427,4.8
2228,5767,2.0
2229,8355,2.9
2230,7855,2.3
2231,5956,3.6
2232,144,4.9
2233,8553,2.0
2234,1875,4.8
2235,7119,1.1
2236,6164,1.1
2237,1507,4.2
2238,6291,3.5
2239,7272,1.1
2240,3671,2.2
2241,4981,2.7
2242,6071,4.0
2243,5317,3.8
2244,3138,4.7
2245,9978,2.1
2246,7898,1.0
2247,7219,1.1
2248,2438,3.8
2249,7443,4.3
2250,5776,2.0
2251,7499,1.5
2252,8927,3.0
2253,4891,3.2
2254,1710,3.0
2255,2947,3.9
2256,5526,4.7
2257,2549,2.3
2258,4168,2.4
2259,5801,1.0
2260,1142,1.3
2261,313,1.3
2262,1410,1.3
2263,1468,2.2
2264,6798,2.2
2265,7252,1.7
2266,663,3.9
2267,1221,2.3
2268,1739,5.0
2269,1283,1.4
2270,8729,1.6
2271,8916,4.6
2272,8694,3.1
2273,2613,3.3
2274,6622,3.0
2275,9924,1.2
2276,5211,1.6
2277,7993,1.5
2278,81,3.5
2279,1493,4.5
2280,2435,1.9
2281,9883,4.0
2282,9222,3.1
2283,4533,4.6
2284,9263,1.8
2285,5427,3.2
2286,6324,2.6
2287,3286,4.4
2288,8967,4.8
2289,9242,1.6
2290,3038,1.6
2291,8462,1.3
2292,111,2.7
2293,2562,2.9
2294,5703,2.7
2295,7580,4.9
2296,4576,2.3
2297,7246,3.0
2298,7927,2.1
2299,4818,1.4
2300,6548,1.2
2301,5656,1.3
2302,4607,1.3
2303,8249,1.4
2304,4237,1.3
2305,9640,1.6
2306,72,3.7
2307,4055,1.3
2308,8984,3.8
2309,1388,2.0
2310,4930,3.6
2311,3541,2.8
2312,4100,4.8
2313,3666,2.1
2314,5822,3.1
2315,1108,3.3
2316,1843,2.3
2317,9463,4.6
2318,2058,3.7
2319,5603,4.0
2320,4888,1.6
2321,4763,5.0
2322,2400,1.0
2323,6272,2.5
2324,8629,4.3
2325,562,3.0
2326,8391,3.8
2327,263,4.1
2328,9864,1.0
2329,6899,1.6
2330,1410,1.7
2331,5628,2.2
2332,3820,1.3
2333,3340,3.8
2334,5603,2.6
2335,3234,1.4
2336,4114,2.7
2337,9779,2.0
2338,3996,4.6
2339,3486,1.3
2340,5121,2.1
2341,9627,2.0
2342,399,1.1
2343,3286,3.7
2344,9535,4.6
2345,9474,3.4
2346,2138,4.5
2347,4950,2.8
2348,5832,4.4
2349,6884,1.1
2350,7721,4.5
2351,6271,2.7
2352,9514,1.0
2353,5726,4.0
2354,3232,1.9
2355,398,4.5
2356,7763,3.8
2357,7985,4.0
2358,930,2.0
2359,4117,1.8
2360,2741,1.4
2361,6545,4.1
2362,6936,1.2
2363,2480,3.0
2364,6150,1.5
2365,5619,3.7
2366,9654,3.4
2367,8517,3.5
2368,9362,1.7
2369,269,3.0
2370,7508,4.7
2371,3258,4.2
2372,8709,2.1
2373,1712,3.8
2374,8274,3.4
2375,1246,2.2
2376,8941,2.1
2377,698,1.8
2378,3504,4.6
2379,7604,2.0
2380,3094,3.0
2381,1618,3.0
2382,1433,1.2
2383,8935,1.2
2384,3077,2.2
2385,1337,2.7
2386,6362,4.6
2387,7034,2.8
2388,5140,2.5
2389,7866,1.7
2390,8815,1.6
2391,991,1.7
2392,7603,3.5
2393,73,2.3
2394,3628,3.5
2395,5776,2.6
2396,5428,1.1
2397,3982,2.0
2398,1421,3.8
2399,6265,2.5
2400,1045,3.5
2401,2612,2.8
2402,9304,4.9
2403,3460,3.7
2404,2494,1.1
2405,7735,1.8
2406,8068,3.2
2407,5074,2.4
2408,4116,4.7
2409,4987,4.0
2410,2527,2.1
2411,6559,1.9
2412,3012,4.5
2413,663,4.5
2414,9065,1.7
2415,1549,4.1
2416,6877,1.9
2417,7085,4.2
2418,2003,1.2
2419,4865,2.4
2420,4364,2.2
2421,2035,2.7
2422,6776,2.1
2423,4174,4.8
2424,8584,2.8
2425,4089,3.8
2426,7480,2.7
2427,4860,1.1
2428,1599,3.6
2429,7965,3.0
2430,2494,2.7
2431,9731,3.7
2432,512,3.9
2433,342,3.2
2434,4242,4.5
2435,4774,3.8
2436,1244,1.9
2437,6577,4.6
2438,4762,3.4
2439,4472,3.5
2440,2597,1.8
2441,5930,3.9
2442,316,2.2
2443,6175,1.0
2444,8876,1.3
2445,3749,2.4
2446,6668,4.4
2447,6180,2.8
2448,258,2.8
2449,351,3.3
2450,1419,2.1
2451,1259,3.0
2452,2766,2.0
2453,8750,1.5
2454,5938,4.5
2455,7768,2.2
2456,1619,2.1
2457,2319,3.7
2458,2950,2.4
2459,5785,4.3
2460,8163,2.5
2461,2277,3.4
2462,4449,1.3
2463,4277,1.9
2464,9569,4.2
2465,4672,3.4
2466,2197,2.1
2467,604,1.7
2468,1525,1.4
2469,2156,4.9
2470,5551,4.5
2471,916,1.1
2472,1168,3.3
2473,3295,1.1
2474,6966,4.6
2475,2540,2.4
2476,5767,1.1
2477,3449,4.2
2478,435,3.4
2479,6589,2.5
2480,772,4.7
2481,3280,2.0
2482,6767,4.3
2483,7068,2.9
2484,5516,4.2
2485,5452,3.8
2486,1170,3.4
2487,3056,1.6
2488,3437,2.8
2489,1998,3.7
2490,2275,3.8
2491,6438,4.6
2492,337,2.4
2493,7053,2.3
2494,6287,3.6
2495,375,4.7
2496,3514,4.8
2497,9135,4.8
2498,2071,4.7
2499,2271,1.0
2500,1944,3.5
2501,3644,2.7
2502,7489,1.1
2503,5182,4.5
2504,3697,2.7
2505,6475,4.8
2506,3872,1.7
2507,1460,3.2
2508,286,4.0
2509,5442,4.7
2510,185,3.6
2511,1517,3.9
2512,7388,4.8
2513,4779,2.1
2514,5866,3.1
2515,4489,1.1
2516,5384,1.9
2517,8479,1.2
2518,3485,4.0
2519,1346,3.9
2520,4299,1.5
2521,6156,4.3
2522,6359,2.1
2523,9527,2.1
2524,4901,1.8
2525,1930,2.9
2526,6046,2.3
2527,1202,1.2
2528,8485,4.8
2529,3253,2.5
2530,4451,2.6
2531,2919,1.5
2532,8770,2.8
2533,8152,4.4
2534,1477,2.7
2535,8972,3.4
2536,1067,3.0
2537,3431,1.3
2538,9318,3.5
2539,6648,2.8
2540,4959,4.9
2541,8502,2.9
2542,7004,4.2
2543,2047,1.9
2544,5303,4.9
2545,3323,4.0
2546,7781,3.9
2547,5547,3.1
2548,3716,1.3
2549,6877,1.2
2550,1270,4.6
2551,380,2.0
2552,4487,4.1
2553,9540,2.5
2554,7828,4.6
2555,4115,4.4
2556,5607,3.1
2557,3429,2.8
2558,4822,1.4
2559,2809,1.5
2560,7724,3.6
2561,5107,3.7
2562,3557,3.3
2563,5686,4.1
2564,1325,3.3
2565,764,4.5
2566,9785,3.0
2567,1946,4.8
2568,1429,4.7
2569,4101,1.4
2570,3648,3.4
2571,6436,4.2
2572,8293,2.5
2573,6925,1.8
2574,4201,4.1
2575,9227,3.0
2576,8237,4.4
2577,3104,2.0
2578,5275,2.2
2579,4824,1.3
2580,3893,1.8
2581,6130,1.6
2582,8999,3.7
2583,3086,4.9
2584,419,1.1
2585,2439,4.8
2586,4929,4.8
2587,1851,2.9
2588,1086,3.9
2589,515,4.8
2590,252,4.2
2591,6397,4.0
2592,816,3.4
2593,4672,3.0
2594,5151,3.8
2595,3724,2.3
2596,6444,3.4
2597,4845,1.5
2598,2685,2.8
2599,3337,1.5
2600,7127,3.9
2601,55,2.9
2602,4685,4.7
2603,875,3.8
2604,1166,1.5
2605,3635,4.1
2606,3213,2.8
2607,6246,1.1
2608,7644,1.2
2609,102,4.3
2610,9135,4.5
2611,5540,3.3
2612,7056,2.0
2613,7477,3.4
2614,5099,2.0
2615,2995,1.9
2616,9290,4.0
2617,2659,3.7
2618,7972,4.4
2619,9329,1.2
2620,6196,3.9
2621,9852,3.9
2622,2639,1.4
2623,24,3.4
2624,482,2.4
2625,1776,1.2
2626,8253,3.3
2627,4975,2.5
2628,7978,3.6
2629,1300,4.5
2630,4341,3.4
2631,9699,1.5
2632,8327,3.5
2633,2881,2.4
2634,6106,1.1
2635,6317,1.9
2636,8270,4.9
2637,9941,4.9
2638,2168,4.9
2639,2323,1.4
2640,2316,4.8
2641,3897,1.2
2642,5854,4.2
2643,6551,3.2
2644,7953,3.8
2645,2323,3.6
2646,8128,1.1
2647,5152,1.0
2648,5590,3.7
2649,4128,3.3
2650,2627,4.5
2651,4864,4.2
2652,916,2.6
2653,3720,3.1
2654,6983,3.8
2655,5282,4.1
2656,9717,3.7
2657,9617,1.8
2658,9741,1.5
2659,6149,4.5
2660,1361,2.6
2661,8481,3.9
2662,2126,4.4
2663,2688,4.5
2664,6044,1.3
2665,7253,1.8
2666,500,1.1
2667,1761,2.1
2668,5519,4.9
2669,7797,1.1
2670,7462,1.7
2671,204,3.0
2672,4153,1.7
2673,7120,2.7
2674,1014,1.8
2675,8556,1.9
2676,4593,3.6
2677,2427,2.2
2678,8052,3.3
2679,4429,4.4
2680,5963,2.4
2681,1041,4.9
2682,2720,4.3
2683,1103,2.6
2684,7753,3.5
2685,9295,3.5
2686,2112,4.5
2687,3845,4.9
2688,2858,1.2
2689,1361,3.4
2690,6494,3.9
2691,3802,2.6
2692,5101,2.4
2693,8378,4.5
2694,9238,4.8
2695,3060,1.9
2696,392,4.9
2697,8828,1.4
2698,6381,1.9
2699,1862,1.5
2700,5350,4.2
2701,1896,2.5
2702,4158,3.3
2703,9738,1.2
2704,4629,3.2
2705,5722,3.4
2706,7945,1.9
2707,5675,4.3
2708,8669,4.1
2709,8617,2.0
2710,8724,4.9
2711,995,2.4
2712,8559,3.7
2713,653,3.1
2714,9189,3.5
2715,3103,4.5
2716,1924,2.6
2717,9128,3.1
2718,2920,2.5
2719,8000,4.9
2720,1778,1.4
2721,4356,3.0
2722,9502,1.2
2723,8491,4.9
2724,4449,4.7
2725,7452,4.9
2726,6697,3.4
2727,6885,3.7
2728,4941,3.9
2729,7992,5.0
2730,9013,1.7
2731,9681,4.3
2732,9145,4.1
2733,8621,4.6
2734,1076,1.4
2735,6809,4.3
2736,9534,3.3
2737,1885,1.3
2738,1968,2.9
2739,9526,3.4
2740,3837,3.9
2741,9914,1.8
2742,8523,3.6
2743,478,3.8
2744,3108,3.3
2745,1710,2.8
2746,5862,4.7
2747,6920,2.5
2748,7925,3.6
2749,7043,1.1
2750,9212,4.0
2751,9369,3.0
2752,8971,2.9
2753,8346,4.3
2754,4163,2.0
2755,4561,4.5
2756,438,2.5
2757,1200,4.9
2758,5865,1.4
2759,7583,1.7
2760,6796,2.0
2761,6494,3.6
2762,9886,2.2
2763,5245,1.7
2764,380,2.7
2765,8432,4.4
2766,3655,1.1
2767,9513,2.6
2768,6568,4.7
2769,6537,3.1
2770,622,3.2
2771,2282,2.7
2772,8159,1.3
2773,2619,1.9
2774,9329,1.8
2775,4845,2.1
2776,3416,2.0
2777,5571,3.8
2778,7938,1.7
2779,2613,3.2
2780,3479,1.7
2781,8114,1.9
2782,7400,1.4
2783,4175,3.2
2784,5126,2.6
2785,3319,4.8
2786,6734,3.3
2787,7847,1.3
2788,7174,2.9
2789,6931,3.0
2790,5135,1.5
2791,3074,3.6
2792,268,3.7
2793,5135,3.1
2794,2773,3.4
2795,6487,3.7
2796,9501,2.1
2797,7171,4.3
2798,1864,2.3
2799,8300,1.2
2800,56,4.1
2801,6832,1.4
2802,7808,4.8
2803,8498,2.9
2804,5411,3.1
2805,6552,2.7
2806,6295,4.8
2807,7586,2.6
2808,8948,2.4
2809,233,2.6
2810,8566,2.3
2811,5970,2.6
2812,1335,1.4
2813,5717,1.4
2814,5249,3.3
2815,5323,4.1
2816,6608,4.7
2817,3700,4.1
2818,3724,3.4
2819,4419,2.9
2820,7385,3.6
2821,863,3.3
2822,9369,1.8
2823,84,3.1
2824,8079,1.5
2825,7585,2.3
2826,5484,1.4
2827,8122,4.4
2828,4888,3.7
2829,9660,3.7
2830,3264,2.9
2831,3245,3.1
2832,2360,3.7
2833,4899,3.6
2834,7699,1.8
2835,9594,2.0
2836,9455,3.3
2837,9551,2.3
2838,8658,2.7
2839,3400,3.7
2840,8534,4.1
2841,8182,5.0
2842,4042,3.8
2843,2528,3.6
2844,5605,3.3
2845,7942,1.1
2846,4246,4.1
2847,3681,2.5
2848,6256,2.5
2849,1960,3.5
2850,4192,4.7
2851,7267,4.3
2852,4523,3.2
2853,901,1.9
2854,9836,1.5
2855,8442,4.2
2856,7845,3.2
2857,2548,2.9
2858,6355,4.7
2859,7518,4.8
2860,4017,4.2
2861,799,2.6
2862,4462,3.1
2863,5733,2.5
2864,750,4.3
2865,9428,4.5
2866,6471,1.7
2867,7275,1.9
2868,3748,1.8
2869,1781,1.6
2870,2583,2.9
2871,8138,1.3
2872,5866,2.2
2873,7153,1.1
2874,346,4.0
2875,8696,2.6
2876,8370,4.6
2877,4512,2.9
2878,1200,3.8
2879,6246,1.6
2880,1986,2.4
2881,6309,4.6
2882,1703,3.3
2883,8900,1.4
2884,7412,4.4
2885,1700,2.1
2886,6487,3.6
2887,4442,2.3
2888,6584,1.3
2889,4194,5.0
2890,8666,2.6
2891,9694,4.2
2892,2040,1.9
2893,618,2.0
2894,354,2.4
2895,240,1.4
2896,3929,1.8
2897,7463,3.1
2898,5532,1.5
2899,7616,2.8
2900,4721,1.6
2901,8713,4.7
2902,6002,2.2
2903,8689,2.7
2904,3783,3.4
2905,114,4.9
2906,2874,3.5
2907,4854,1.2
2908,5524,4.8
2909,5090,4.5
2910,1214,1.4
2911,572,3.1
2912,6942,4.2
2913,5500,1.6
2914,3858,4.3
2915,770,2.0
2916,2802,2.2
2917,7298,3.7
2918,9972,2.4
2919,9781,2.6
2920,6410,4.5
2921,2128,4.0
